,TTDDRUGID,LNM,Indication,ICD9,ICD10
17052,DNC004493,ro-31-4724,Arthritis,710-719,M00-M25
17053,DNC004504,ci-1018,Asthma,493,J45
17054,DNC004515,bms-193884,Pulmonary arterial hypertension,416,"I27.0, I27.2"
17055,DNC004557,sch-211803,Parkinson's disease,332,"F02.3, G20"
17056,DNC004589,gw-501516,Diabetes mellitus type 1,250,E10
17057,DNC004591,methacholine,Asthma,493,J45
17058,DNC004593,tr-14035,Multiple sclerosis,340,G35
17059,DNC004594,medetomidine,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
17060,DNC004616,mozavaptan,Hyponatraemia,.,.
17061,DNC004618,fk-453,Renal failure,"584, 585","N17, N18, N19"
17062,DNC004624,ici-164384,Breast cancer,"174, 175, 217","C50, D24"
17063,DNC004640,cgp-60474,Cancer,140-229,C00-C96
17064,DNC004647,deoxynojirimycin,Pompe's disease,.,E74.02
17065,DNC004661,ol-135,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
17066,DNC004666,indisulam,Lymphoma,"202.8, 208.9","C81-C96, C91-C95"
17067,DNC004815,neratinib,Lymphoma,"202.8, 208.9","C81-C96, C91-C95"
17068,DNC004857,nbi-42902,Prostate cancer,"140-229, 185","C00-C96, C61"
17069,DNC004894,bucindolol,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
17070,DNC004927,silodosin,Benign prostatic hyperplasia,600,N40
17071,DNC004931,l-771688,Prostate disorder,.,N40-N42
17072,DNC004943,naftopidil,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
17073,DNC004953,atc-0175,Major depressive disorder,"296.2, 296.3, 710.0","F32, F33, M32"
17074,DNC004973,alpha-msh,Dermatological disease,.,L00-L99
17075,DNC004980,kys-05050,Cancer,140-229,C00-C96
17076,DNC005055,kr-62436,Non-insulin dependent diabetes,.,E11.9
17077,DNC005118,chloride,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
17078,DNC005127,bn-82002,Cancer,140-229,C00-C96
17079,DNC005161,ly-334370,Migraine,346,G43
17080,DNC005173,gw-328267,Allergic rhinitis,"472.0, 477, 995.3","J00, J30, J31.0, T78.4"
17081,DNC005180,phenyltoloxamine,Allergy,995.3,T78.4
17082,DNC005195,tesaglitazar,Diabetes mellitus type 1,250,E10
17083,DNC005196,ragaglitazar,Diabetes mellitus type 1,250,E10
17084,DNC005255,icopezil maleate,Cognitive impairment,331.83,G31.84
17085,DNC005383,indoprofen,Gout,274.00274.1274.8274.9,M10
17086,DNC005420,sr-147778,Obesity,278,E66
17087,DNC005423,nvp-dpp728,Diabetes mellitus type 2,250,E11
17088,DNC005450,cariporide,Angina,413,I20
17089,DNC005457,edotreotide,Acromegaly,253,E22.0
17090,DNC005484,pha-680632,Chronic myelogenous leukemia,"205.1, 208.9","C91-C95, C92.1"
17091,DNC005485,lidorestat,Diabetic complication,.,E08-E13
17092,DNC005570,bp-897,Cocaine dependence,"304.2, 311","F14.2, F32"
17093,DNC005636,vatalanib,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
17094,DNC005706,bms-248360,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
17095,DNC005790,l-365260,Anxiety disorder,"300, 311","F32, F40-F42"
17096,DNC005792,sch-205831,Thrombosis,"437.6, 453, 671.5, 671.9",I80-I82
17097,DNC005809,istradefylline,Major depressive disorder,"296.2, 296.3, 710.0","F32, F33, M32"
17098,DNC005812,dizocilpine,Cerebrovascular ischaemia,434.91,I61-I63
17099,DNC005826,pralnacasan,Rheumatold arthritis,714,M05-M06
17100,DNC005877,l-159689,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
17101,DNC005888,jnj-7777120,Inflammatory diseases,"140-229, 147, 173, 573.3, 710-719","C00-C96, C11, C44, K75.9, M00-M25"
17102,DNC006038,tpa-023,Anxiety disorder,"300, 311","F32, F40-F42"
17103,DNC006081,tak-013,Uterine leiomyoma,218.9,D25
17104,DNC006108,a-690344,Schizophrenia,"295, 710.0","F20, M32"
17105,DNC006109,a-437203,Psychotic disorders,290-299,F20-F29
17106,DNC006193,sch-388714,Chemotherapy-induced nausea and vomiting,"787, 787.0",R11
17107,DNC006237,ku-0058948,Ovarian cancer,"140-229, 183, 185","C00-C96, C56, C61"
17108,DNC006356,(-)-phenserine,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
17109,DNC006358,gw-788388,Cancer,140-229,C00-C96
17110,DNC006434,l-873724,Asthma,493,J45
17111,DNC006554,lometrexol,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
17112,DNC006657,acyline,Prostate cancer,"140-229, 185","C00-C96, C61"
17113,DNC006861,dolastatin-10,Cancer,140-229,C00-C96
17114,DNC006862,eniporide,Cardiac arrhythmias,427,I47-I49
17115,DNC006900,curcumin,Cancer,140-229,C00-C96
17116,DNC007028,ski-758,Ischemia,459.89,I99.8
17117,DNC007101,a-348441,Diabetes mellitus type 2,250,E11
17118,DNC007102,farglitazar,Diabetes mellitus type 1,250,E10
17119,DNC007166,cimicoxib,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
17120,DNC007167,jnj-10311795,Asthma; Chronic obstructive pulmonary disease,"490-492, 493, 494-496","J40-J44, J45, J47"
17121,DNC007250,ku-55933,Cancer,140-229,C00-C96
17122,DNC007422,arzoxifene,Breast cancer,"174, 175, 217","C50, D24"
17123,DNC007479,kni-272,Human immunodeficiency virus infection,279.3,D84.9
17124,DNC007517,amg-487,Psoriasis,696,L40
17125,DNC007571,lidoflazine,Angina,413,I20
17126,DNC007589,alcuronium,Anesthesia,338,R52
17127,DNC007741,lomerizine,Migraine,.,.
17128,DNC007812,ertiprotafib,Diabetes mellitus type 2,250,E11
17129,DNC007820,st-198,Cardiovascular disease,"325, 390-459, 401, 428, 430-459","G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95"
17130,DNC007863,ci-994,Cancer,140-229,C00-C96
17131,DNC007865,way-181187,Anxiety disorder,"300, 311","F32, F40-F42"
17132,DNC007868,tn-14003,Acute lymphoblastic leukemia,"189, 204.0","C64, C91.0"
17133,DNC007885,uk-396082,Thrombosis,"437.6, 453, 671.5, 671.9",I80-I82
17134,DNC007901,bi-1356,Type 2 diabetes,"250.00, 250.02",E11
17135,DNC008009,bms-196085,Diabetes mellitus,"253.5, 588.1","E23.2, N25.1"
17136,DNC008019,ru-58841,Acne vulgaris,706.1,L70.0
17137,DNC008107,jnj-17203212,Cough,786.2,R05
17138,DNC008185,gsk-221149a,Premature labour,"644, 765","O60.1, P07.3"
17139,DNC008329,a-796260,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
17140,DNC008336,way-255348,Cancer,140-229,C00-C96
17141,DNC008399,minalrestat,Diabetes mellitus,"253.5, 588.1","E23.2, N25.1"
17142,DNC008425,cvt-6883,Asthma,493,J45
17143,DNC008433,ym-175,Malignant hypercalcaemia,.,.
17144,DNC008434,neridronic acid,Bone disease,.,M00-M99
17145,DNC008560,piroxantrone,Cancer,140-229,C00-C96
17146,DNC008561,losoxantrone,Breast cancer,"174, 175, 217","C50, D24"
17147,DNC008582,aloxistatin,Neurological disease,"338, 338.2, 410, 782.3,780","I21, I22, R52, R52.1-R52.2, R60.9, G89"
17148,DNC008647,icaritin,Breast cancer,"174, 175, 217","C50, D24"
17149,DNC008664,bms-694153,Migraine,346,G43
17150,DNC008718,abt-888,Breast cancer,"174, 175, 217","C50, D24"
17151,DNC008784,isoquine,Plasmodium infection,.,B54
17152,DNC008882,lysergic acid diethylamide,Addiction,.,.
17153,DNC008918,mk-571,Asthma,493,J45
17154,DNC008925,liarozole,Dermatological disease,.,L00-L99
17155,DNC008930,bms-695735,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
17156,DNC008994,way-252623,Atherosclerosis,"414.0, 440",I70
17157,DNC009001,saralasin,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
17158,DNC009002,sincalide,Pancreatic disease,.,K85-K86
17159,DNC009018,elacridar,Cancer,140-229,C00-C96
17160,DNC009026,efipladib,Asthma,493,J45
17161,DNC009027,bms-187745,Hyperlipidemia,272.0-272.4,E78
17162,DNC009051,mb-07344,Hyperlipidemia,272.0-272.4,E78
17163,DNC009066,npc-567,Rhinitis,"472.0, 477","J00, J30, J31.0"
17164,DNC009087,st-2987,Cancer,140-229,C00-C96
17165,DNC009125,eribaxaban,Phlebothrombosis,.,I80-I82
17166,DNC009144,litoxetine,Mood disorder,.,F30-F39
17167,DNC009155,brecanavir,Human immunodeficiency virus infection,279.3,D84.9
17168,DNC009225,l-790070,Autoimmune diseases,279,"D84.9, M35.9"
17169,DNC009235,way-256805,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
17170,DNC009268,sb-436811,Asthma,493,J45
17171,DNC009284,ym-26734,Rheumatold arthritis,714,M05-M06
17172,DNC009286,eritoran,Septic shock,785.52,A41.9
17173,DNC009290,tetrahydrolipstatin,Obesity,.,.
17174,DNC009299,gsk-189254,Parkinson's disease,332,"F02.3, G20"
17175,DNC009418,pf-00734200,Diabetes mellitus type 2,250,E11
17176,DNC009421,betrixaban,Cerebrovascular ischaemia,434.91,I61-I63
17177,DNC009423,sipatrigine,Neurological disease,"338, 338.2, 410, 782.3,780","I21, I22, R52, R52.1-R52.2, R60.9, G89"
17178,DNC009446,bms-561388,Anxiety disorder,"300, 311","F32, F40-F42"
17179,DNC009512,sb-242235,Arthritic,710-719,M00-M25
17180,DNC009514,pactimibe,Arteriosclerosis,440,I70
17181,DNC009519,baicalin,HIV infections,"001-139, 042","A00-B99, B20"
17182,DNC009585,azd-5438,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
17183,DNC009615,uk-371800,Erectile dysfunction,"302.72, 607.84","F52.2, N48.4"
17184,DNC009631,va-106483,Nocturia,.,R35
17185,DNC009632,mofegiline,Cognitive impairment,331.83,G31.84
17186,DNC009695,metaglidasen,Diabetes mellitus type 1,250,E10
17187,DNC009709,bryostatin,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
17188,DNC009742,zankiren,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
17189,DNC009879,ver-156084,Neuropathic pain,"356.0, 356.8","G64, G90.0"
17190,DNC009881,pf-3409409,Attention deficit hyperactivity disorder,"314.00, 314.01",F90
17191,DNC009927,cvt-12012,Diabetes mellitus,"253.5, 588.1","E23.2, N25.1"
17192,DNC009934,kni-764,Human immunodeficiency virus infection,279.3,D84.9
17193,DNC009987,abt-229,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
17194,DNC010191,norcisapride,Gastroesophageal reflux disease,"140-229, 530","C00-C96, K21"
17195,DNC010247,pf-3274167,Female sexual arousal disorder,.,F52.2
17196,DNC010451,pkc-412,Leukaemia,204,C91.0
17197,DNC010458,fk-838,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
17198,DNC010474,zardaverine,Chronic obstructive pulmonary disease,"490-492, 494-496","J40-J44, J47"
17199,DNC010570,pki-402,Cancer,140-229,C00-C96
17200,DNC010571,glycyrrhizin,Influenza virus infections,"487, 488","J10, J11"
17201,DNC010594,l-796568,Obesity,278,E66
17202,DNC010606,emd-534085,Hematological malignancies,200-209,C81-C96
17203,DNC010635,rwj-671818,Thrombosis,"437.6, 453, 671.5, 671.9",I80-I82
17204,DNC010648,amperozide,Alcohol use disorders,303,F10.2
17205,DNC010655,ro-4882224,Cognitive disorders,"290-294, 294.0, 780.09, 780.9, 780.93","F01-F07, F04, F05, R41.3"
17206,DNC010680,osi-906,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
17207,DNC010688,sphingosine-1-phosphate,Acne vulgaris,706.1,L70.0
17208,DNC010725,pamapimod,Rheumatold arthritis,714,M05-M06
17209,DNC010754,nsc-645809,Breast cancer,"174, 175, 217","C50, D24"
17210,DNC010889,amg-221,Metabolic disorders,270-279,E70-E89
17211,DNC010893,triclabendazole,Helminth infection,001-139,A00-B99
17212,DNC010894,pf-02367982,Endometriosis,617,N80
17213,DNC010908,mk-4305,Insomnia,"307.41, 307.42, 327.0, 780.51, 780.52","F51.0, G47.0"
17214,DNC010922,"6-(4-chlorophenyl)-7-(2,4-dichlorophenyl)-n-(hydroxymethyl)-1,2,2-trimethyl-1,2,3,4-tetrahydro-1,8-naphthyridine-4-carboxamide (enantiomeric mix)",Ovarian cancer,"140-229, 183, 185","C00-C96, C56, C61"
17215,DNC010935,palosuran,Renal failure,"584, 585","N17, N18, N19"
17216,DNC010936,zd-2138,Asthma,493,J45
17217,DNC011083,trientine,Inborn error of metabolism,.,E88.9
17218,DNC011099,pruvanserin,Sleep disorders,"307.4, 327, 780.5","F51, G47"
17219,DNC011100,nelotanserin,Sleep disorders,"307.4, 327, 780.5","F51, G47"
17220,DNC011151,nabilone,Insomnia,"307.41, 307.42, 327.0, 780.51, 780.52","F51.0, G47.0"
17221,DNC011182,nitd609,Plasmodium falciparum infection,.,B54
17222,DNC011192,boceprevir,Hepatitis C virus infection,"070.4, 070.5, 070.70, 573.3","B17.1, B18.2, K75.9"
17223,DNC011239,befiradol,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
17224,DNC011273,fendiline,Coronary heart disease,.,.
17225,DNC011295,eliprodil,Multiple sclerosis,340,G35
17226,DNC011355,bithionol,Trematode infection,.,B66.9
17227,DNC011357,chloroxine,Erythema,695,L51-L54
17228,DNC011370,rosmarinic acid,Rheumatold arthritis,714,M05-M06
17229,DNC011397,emivirine,Human immunodeficiency virus infection,279.3,D84.9
17230,DNC011405,r-82150,Human immunodeficiency virus infection,279.3,D84.9
17231,DNC011520,atevirdine,Human immunodeficiency virus infection,279.3,D84.9
17232,DNC011521,zk-93423,Epileptic seizures,"345.9, 780.3","G40, P90, R56"
17233,DNC011567,tak-536,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
17234,DNC011581,brl-61063,Allergy,995.3,T78.4
17235,DNC011616,ecopipam,Cocaine dependence,"304.2, 311","F14.2, F32"
17236,DNC011692,ibuproxam,Respiratory disease,.,.
17237,DNC011692,ibuproxam,Respiratory disease,.,J00-J99
17238,DNC011713,gt-2016,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
17239,DNC011714,l-158809,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
17240,DNC011782,cgs-12066b,Anxiety disorder,"300, 311","F32, F40-F42"
17241,DNC011814,tertatolol,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
17242,DNC011854,rwj-25730,Psychotic disorders,290-299,F20-F29
17243,DNC011862,u-78875,Anxiety disorder,"300, 311","F32, F40-F42"
17244,DNC011869,ro-24-0238,Septic shock,785.52,A41.9
17245,DNC011870,irindalone,Inflammatory diseases,"140-229, 147, 173, 573.3, 710-719","C00-C96, C11, C44, K75.9, M00-M25"
17246,DNC011874,a-78773,Asthma,493,J45
17247,DNC011889,imirestat,Diabetes mellitus,"253.5, 588.1","E23.2, N25.1"
17248,DNC011938,zanoterone,Prostate hyperplasia,.,N40
17249,DNC011939,hydrogen peroxide,Infectious disease,001-139,A00-B99
17250,DNC011975,cgs-8216,Inflammation,.,"E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, R52, G89"
17251,DNC012014,ono-1714,Septic shock,785.52,A41.9
17252,DNC012025,alpidem,Anxiety disorder,"300, 311","F32, F40-F42"
17253,DNC012081,l-739749,Cancer,140-229,C00-C96
17254,DNC012137,hoe-694,Heart arrhythmia,.,I47-I49
17255,DNC012166,ym-90k,Convulsions,780.3,R56.0
17256,DNC012213,lubeluzole,Neurological disease,"338, 338.2, 410, 782.3,780","I21, I22, R52, R52.1-R52.2, R60.9, G89"
17257,DNC012257,l-698532,Neurological disease,"338, 338.2, 410, 782.3,780","I21, I22, R52, R52.1-R52.2, R60.9, G89"
17258,DNC012273,pd-134308,Anxiety disorder,"300, 311","F32, F40-F42"
17259,DNC012301,gyki-52466,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
17260,DNC012316,r-82913,Human immunodeficiency virus infection,279.3,D84.9
17261,DNC012387,r-56865,Angina pectoris,413,I20
17262,DNC012404,ci-992,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
17263,DNC012436,opaviraline,Human immunodeficiency virus infection,279.3,D84.9
17264,DNC012502,aceclidine,Glaucoma,365,H40-H42
17265,DNC012529,pt-112,Cancer,140-229,C00-C96
17266,DNC012586,brl-46470,Anxiety disorder,"300, 311","F32, F40-F42"
17267,DNC012602,l-701324,Cerebrovascular ischaemia,434.91,I61-I63
17268,DNC012701,lhrh,Endometriosis,617,N80
17269,DNC012734,hexestrol,Irregularities,.,.
17270,DNC012754,sc-53116,Gastric motility disorder,.,K22.4
17271,DNC012759,ono-3805,Prostate disorder,.,N40-N42
17272,DNC012790,fk-143,Prostate disorder,.,N40-N42
17273,DNC012798,zimelidine,Depression,.,.
17274,DNC012867,roxindole,Psychotic disorders,290-299,F20-F29
17275,DNC012877,eltanolone,Premenstrual syndrome,.,N94.3
17276,DNC012881,triciribine,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
17277,DNC012883,trovirdine hydrochloride,Human immunodeficiency virus infection,279.3,D84.9
17278,DNC013016,melarsoprol,Trypanosomiasis,086.5-086,B56-B57
17279,DNC013055,azalanstat,Hyperlipidemia,272.0-272.4,E78
17280,DNC013107,thiocolchicoside,Muscle spasm,.,M62.838
17281,DNC013120,ci-1041,Epilepsy,"290-319, 345","F01-F99, G40"
17282,DNC013137,dihydrexidine,Psychotic disorders,290-299,F20-F29
17283,DNC013225,nsc-88915,Cancer,140-229,C00-C96
17284,DNC013256,pd-146176,Atherosclerosis,"414.0, 440",I70
17285,DNC013272,dexmethylphenidate hydrochloride,Attention deficit hyperactivity disorder,"314.00, 314.01",F90
17286,DNC013314,amg-628,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
17287,DNC013453,pitavastatin calcium,Dyslipidaemias,.,.
17288,DNC013467,pf-3052334,Atherosclerosis,"414.0, 440",I70
17289,DNC013581,meptazinol,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
17290,DNC013608,fluorescein,Ocular disease,.,H00-H59
17291,DNC013628,eicosapentaenoic acid,Familial adenomatous polyposis,.,"C18,D12"
17292,DNC013629,docosahexaenoic acid,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
17293,DNC013651,nvp-tae684,Lymphoma,"202.8, 208.9","C81-C96, C91-C95"
17294,DNC014052,sa-6541,Inflammatory diseases,"140-229, 147, 173, 573.3, 710-719","C00-C96, C11, C44, K75.9, M00-M25"
17295,DNC014069,pf-915275,Non-insulin dependent diabetes,.,E11.9
17296,DNC014108,fenbufen,Arthritis,710-719,M00-M25
17297,DNC014176,piperine,Vitiligo,709.01,L80
17298,DNC014178,mf-438,Metabolic disorders,270-279,E70-E89
17299,DNC014272,np-118809,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
17300,DNC014524,ach-702,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
17301,DNC014533,tenidap,Rheumatold arthritis,714,M05-M06
17302,DNC014582,cantharidin,Molluscum contagiosum infection,.,B08.1
17303,DNC014588,zk-807834,Thrombosis,"437.6, 453, 671.5, 671.9",I80-I82
17304,DNC014591,cgp-35348,Epilepsy,"290-319, 345","F01-F99, G40"
17305,DNC014595,deoxycytidine,Acute myeloid leukaemia,.,.
17306,DNC014630,zk-200775,Coronary artery disease,"410-414, 429.2",I20-I25
17307,DNC014662,abt-751,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
17308,DNC014733,rwj-56423,Asthma,493,J45
17309,DNC014737,ro-16-6028,Anxiety disorder,"300, 311","F32, F40-F42"
17310,DNC014747,pranazepide,Pancreatic disease,.,K85-K86
17311,DNC014759,mdl-28170,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
17312,DNC014770,snj-1715,Cataract,366,"H25-H26, H28, Q12.0"
17313,DNC014774,rhizoxin,Breast cancer,"174, 175, 217","C50, D24"
17314,DNC014848,betulinic acid,Melanoma,172.9,C43
17315,DNC014897,at1001,Autoimmune diseases,279,"D84.9, M35.9"
17316,DNC014898,tln-4601,Cancer,140-229,C00-C96
17317,DNC014899,gw274150,Asthma,493,J45
17318,DNC014903,amg102,Non-small cell lung cancer,"140-229, 162, 204.0","C00-C96, C33-C34, C91.0"
17319,DNC014905,rc-3095,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
17320,DNCL001563,y-90 clivatuzumab,Pancreatic cancer,"140-229, 157, 202.8, 203.0, 208.9","C00-C96, C25, C81-C96, C90.0, C91-C95"
17321,DNCL001564,veltuzumab,Autoimmune diseases,279,"D84.9, M35.9"
17322,DNCL001564,veltuzumab,Chronic lymphocytic leukemia,"204.1, 238.7","C91.1, D46"
17323,DNCL001564,veltuzumab,Non-Hodgkin's lymphoma,"200, 202, 202.8","C81-C96, C82-C85"
17324,DNCL001564,veltuzumab,Rheumatold arthritis,714,M05-M06
17325,DNCL001564,veltuzumab,Systemic lupus erythematosus,"695, 710.0","L51-L54, M32"
17326,DNCL001565,sc veltuzumab,Idiopathic thrombocytopenic purpura,287.31,D69.3
17327,DNCL001565,sc veltuzumab,Pheumatoid arthritis,710-719,M00-M25
17328,DNCL001565,sc veltuzumab,Rheumatold arthritis,714,M05-M06
17329,DNCL001566,milatuzumab-dox,Multiple myeloma,"203.0, 208.9","C90.0, C91-C95"
17330,DNCL001567,milatuzumab,Chronic lymphocytic leukaemia,"204.1, 208.9","C91-C95, C91.1"
17331,DNCL001568,vmab + y-90 emab,Diffuse large B-cell lymphoma,"200.0, 202.8, 203.0","C81-C96, C83.3, C85.1, C90.0"
17332,DNCL001569,pretargeting tf2,Colorectal cancer,"153, 154",C18-C21
17333,DNCL001570,labetuzumab-sn-38,Cancer,140-229,C00-C96
17334,DNCL001571,gevokizumab,Behcet's syndrome,136.1,M35.2
17335,DNCL001571,gevokizumab,Rheumatold arthritis,714,M05-M06
17336,DNCL001571,gevokizumab,Type 1/2 diabetes,"250, 278","E08-E13, E66"
17337,DNCL001572,interferon-alpha lozenge,Behcet's syndrome,136.1,M35.2
17338,DNCL001572,interferon-alpha lozenge,Chronic obstructive pulmonary disease,"490-492, 494-496","J40-J44, J47"
17339,DNCL001572,interferon-alpha lozenge,Fibromyalgia,729.1,M79.7
17340,DNCL001573,ace-031,Duchenne muscular dystrophy,359.1,G71.0
17341,DNCL001574,ataluren,Systemic lupus erythematosus,"695, 710.0","L51-L54, M32"
17342,DNCL001575,eteplirsen,Duchenne muscular dystrophy,359.1,G71.0
17343,DNCL001576,gsk2402968,Duchenne muscular dystrophy,359.1,G71.0
17344,DNCL001577,muscular dystrophy gene therapy,Duchenne muscular dystrophy,359.1,G71.0
17345,DNCL001578,fibroblast growth factor-18,Acute cartilage injury of the knee,836,S83
17346,DNCL001578,fibroblast growth factor-18,Cartilage injury,.,S83
17347,DNCL001580,secukinumab,Psoriatic arthritis,"696, 696.0","L40, L40.5, M07"
17348,DNCL001580,secukinumab,Rheumatold arthritis,714,M05-M06
17349,DNCL001581,chondrocyte tissue grafts,Back pain,"724.5,338,780","M54, G89, R52"
17350,DNCL001581,chondrocyte tissue grafts,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
17351,DNCL001582,fulranumab,Arthralgia,.,M25.5
17352,DNCL001582,fulranumab,Back pain,"724.5,338,780","M54, G89, R52"
17353,DNCL001582,fulranumab,Cancer pain,"140-229, 338,780","C00-C96, R52, G89"
17354,DNCL001583,oxycodone/ naloxone controlled release,Back pain,"724.5,338,780","M54, G89, R52"
17355,DNCL001584,zx002,Back pain,"724.5,338,780","M54, G89, R52"
17356,DNCL001585,ac-100,Arthritis,710-719,M00-M25
17357,DNCL001586,juvenile chondrocyte grafts,Contraception,.,Z30
17358,DNCL001587,autologous chondrocyte implantation,Cartilage disorders,718,M24
17359,DNCL001587,autologous chondrocyte implantation,Primary biliary cirrhosis,571.6,K74.3
